clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,bla_description,bla_class
174,qnrB27,Flq,QnrB,qnrB27,1951,ARO_3002742,-,-,no,no,NA,NA
174,qnrB28,Flq,QnrB,qnrB28,1952,ARO_3002743,-,-,no,no,NA,NA
174,qnrB29,Flq,QnrB,qnrB29,1953,ARO_3002744,-,-,no,no,NA,NA
174,qnrB3,Flq,QnrB,qnrB3,1954,ARO_3002716,-,-,no,no,NA,NA
174,qnrB30,Flq,QnrB,qnrB30,1955,ARO_3002745,-,-,no,no,NA,NA
174,qnrB31,Flq,QnrB,qnrB31,1956,ARO_3002746,-,-,no,no,NA,NA
174,qnrB32.v1,Flq,QnrB,qnrB32.v1,1957,ARG_JN173054,-,-,no,no,NA,NA
174,qnrB32.v2,Flq,QnrB,qnrB32.v2,1958,ARO_3002747,-,-,no,no,NA,NA
174,qnrB33,Flq,QnrB,qnrB33,1959,ARO_3002748,-,-,no,no,NA,NA
174,qnrB34,Flq,QnrB,qnrB34,1960,ARO_3002749,-,-,no,no,NA,NA
174,qnrB35,Flq,QnrB,qnrB35,1961,ARO_3002750,-,-,no,no,NA,NA
174,qnrB36,Flq,QnrB,qnrB36,1962,ARO_3002751,-,-,no,no,NA,NA
174,qnrB37,Flq,QnrB,qnrB37,1963,ARO_3002752,-,-,no,no,NA,NA
174,qnrB38,Flq,QnrB,qnrB38,1964,ARO_3002753,-,-,no,no,NA,NA
174,qnrB4,Flq,QnrB,qnrB4,1965,ARO_3002718,-,-,no,no,NA,NA
174,qnrB42,Flq,QnrB,qnrB42,1966,ARO_3002757,-,-,no,no,NA,NA
174,qnrB43,Flq,QnrB,qnrB43,1967,ARO_3002758,-,-,no,no,NA,NA
174,qnrB44,Flq,QnrB,qnrB44,1968,ARO_3002759,-,-,no,no,NA,NA
174,qnrB45,Flq,QnrB,qnrB45,1969,ARO_3002760,-,-,no,no,NA,NA
174,qnrB46,Flq,QnrB,qnrB46,1970,ARO_3002761,-,-,no,no,NA,NA
174,qnrB47,Flq,QnrB,qnrB47,1971,ARO_3002762,-,-,no,no,NA,NA
174,qnrB48,Flq,QnrB,qnrB48,1972,ARO_3002763,-,-,no,no,NA,NA
174,qnrB49,Flq,QnrB,qnrB49,1973,ARO_3002764,-,-,no,no,NA,NA
174,qnrB5,Flq,QnrB,qnrB5,1974,ARO_3002719,-,-,no,no,NA,NA
174,qnrB50,Flq,QnrB,qnrB50,1975,ARO_3002765,-,-,no,no,NA,NA
174,qnrB54,Flq,QnrB,qnrB54,1976,ARO_3002767,-,-,no,no,NA,NA
174,qnrB55,Flq,QnrB,qnrB55,1977,ARO_3002768,-,-,no,no,NA,NA
174,qnrB56,Flq,QnrB,qnrB56,1978,ARO_3002769,-,-,no,no,NA,NA
174,qnrB57,Flq,QnrB,qnrB57,1979,ARO_3002770,-,-,no,no,NA,NA
174,qnrB58,Flq,QnrB,qnrB58,1980,ARO_3002771,-,-,no,no,NA,NA
174,qnrB59,Flq,QnrB,qnrB59,1981,ARO_3002772,-,-,no,no,NA,NA
174,qnrB6,Flq,QnrB,qnrB6,1982,ARO_3002720,-,-,no,no,NA,NA
174,qnrB60,Flq,QnrB,qnrB60,1983,ARO_3002773,-,-,no,no,NA,NA
174,qnrB61,Flq,QnrB,qnrB61,1984,ARO_3002774,-,-,no,no,NA,NA
174,qnrB62,Flq,QnrB,qnrB62,1985,ARO_3002775,-,-,no,no,NA,NA
174,qnrB64,Flq,QnrB,qnrB64,1986,ARO_3002776,-,-,no,no,NA,NA
174,qnrB65,Flq,QnrB,qnrB65,1987,ARO_3002777,-,-,no,no,NA,NA
174,qnrB66,Flq,QnrB,qnrB66,1988,ARO_3002778,-,-,no,no,NA,NA
174,qnrB67,Flq,QnrB,qnrB67,1989,ARO_3002779,-,-,no,no,NA,NA
174,qnrB68,Flq,QnrB,qnrB68,1990,ARO_3002780,-,-,no,no,NA,NA
174,qnrB69,Flq,QnrB,qnrB69,1991,ARO_3002781,-,-,no,no,NA,NA
174,qnrB7,Flq,QnrB,qnrB7,1992,ARO_3002721,-,-,no,no,NA,NA
174,qnrB70,Flq,QnrB,qnrB70,1993,ARO_3002782,-,-,no,no,NA,NA
174,qnrB71,Flq,QnrB,qnrB71,1994,ARO_3002783,-,-,no,no,NA,NA
174,qnrB72,Flq,QnrB,qnrB72,1995,ARO_3002784,-,-,no,no,NA,NA
174,qnrB73,Flq,QnrB,qnrB73,1996,ARO_3002785,-,-,no,no,NA,NA
174,qnrB74,Flq,QnrB,qnrB74,1997,ARO_3002786,-,-,no,no,NA,NA
174,qnrB8,Flq,QnrB,qnrB8,1998,ARO_3002722,-,-,no,no,NA,NA
174,qnrB9.1,Flq,QnrB,qnrB9.1,1999,ARO_3002725,-,-,no,no,NA,NA
174,qnrB9.2,Flq,QnrB,qnrB9.2,2000,ARO_3002723,-,-,no,no,NA,NA
175,qnrC,Flq,QnrC,qnrC,2001,ARO_3002787,-,-,no,no,NA,NA
176,qnrD1,Flq,QnrD,qnrD1,2002,ARO_3002788,-,-,no,no,NA,NA
176,qnrD2,Flq,QnrD,qnrD2,2003,ARO_3002789,-,-,no,no,NA,NA
177,qnrE1,Flq,QnrE,qnrE1,2004,ARO_3004636,-,-,no,no,NA,NA
177,qnrE2,Flq,QnrE,qnrE2,2005,ARO_3004637,-,-,no,no,NA,NA
178,qnrS1,Flq,QnrS,qnrS1,2006,ARO_3002790,-,-,no,no,NA,NA
178,qnrS10,Flq,QnrS,qnrS10,2007,ARO_3004622,-,-,no,no,NA,NA
178,qnrS11,Flq,QnrS,qnrS11,2008,ARO_3004624,-,-,no,no,NA,NA
178,qnrS12,Flq,QnrS,qnrS12,2009,ARO_3004625,-,-,no,no,NA,NA
178,qnrS15,Flq,QnrS,qnrS15,2010,ARO_3004627,-,-,no,no,NA,NA
178,qnrS2,Flq,QnrS,qnrS2,2011,ARO_3002791,-,-,no,no,NA,NA
178,qnrS4,Flq,QnrS,qnrS4,2012,ARO_3002793,-,-,no,no,NA,NA
178,qnrS5,Flq,QnrS,qnrS5,2013,ARO_3002794,-,-,no,no,NA,NA
178,qnrS6,Flq,QnrS,qnrS6,2014,ARO_3002795,-,-,no,no,NA,NA
178,qnrS7,Flq,QnrS,qnrS7,2015,ARO_3002796,-,-,no,no,NA,NA
178,qnrS8,Flq,QnrS,qnrS8,2016,ARO_3002797,-,-,no,no,NA,NA
178,qnrS9,Flq,QnrS,qnrS9,2017,ARO_3002798,-,-,no,no,NA,NA
179,qnrVC1,Flq,QnrVC,qnrVC1,2018,ARO_3002799,-,-,no,no,NA,NA
179,qnrVC3,Flq,QnrVC,qnrVC3,2019,ARO_3002800,-,-,no,no,NA,NA
179,qnrVC4,Flq,QnrVC,qnrVC4,2020,ARO_3002801,-,-,no,no,NA,NA
179,qnrVC5,Flq,QnrVC,qnrVC5,2021,ARO_3002802,-,-,no,no,NA,NA
179,qnrVC6,Flq,QnrVC,qnrVC6,2022,ARO_3002803,-,-,no,no,NA,NA
179,qnrVC7,Flq,QnrVC,qnrVC7,2023,ARO_3003193,-,-,no,no,NA,NA
180,bleMBL,Gly,BRP(MBL),bleMBL,2024,ARO_3001205,-,-,no,no,NA,NA
181,vanA,Gly,VanA,vanA,2025,ARO_3000010,-,-,no,no,NA,NA
182,vanB,Gly,VanB,vanB,2026,ARO_3000013,-,-,no,no,NA,NA
183,vanC,Gly,VanC,vanC,2027,ARO_3000368,-,-,no,no,NA,NA
184,vanD,Gly,VanD,vanD,2028,ARO_3000005,-,-,no,no,NA,NA
185,vanE,Gly,VanE,vanE,2029,ARO_3002907,-,-,no,no,NA,NA
186,vanF,Gly,VanF,vanF,2030,ARO_3002908,-,-,no,no,NA,NA
187,vanG,Gly,VanG,vanG,2031,ARO_3002909,-,-,no,no,NA,NA
188,vanHA,Gly,VanHA,vanHA,2032,ARO_3002942,-,-,no,no,NA,NA
189,vanHB,Gly,VanHB,vanHB,2033,ARO_3002943,-,-,no,no,NA,NA
190,vanHD,Gly,VanHD,vanHD,2034,ARO_3002944,-,-,no,no,NA,NA
191,vanHE,Gly,VanHE,vanHE,2035,ARO_3002945,-,-,no,no,NA,NA
192,vanHM,Gly,VanHM,vanHM,2036,ARO_3002947,-,-,no,no,NA,NA
193,vanHO,Gly,VanHO,vanHO,2037,ARO_3002948,-,-,no,no,NA,NA
194,vanI,Gly,VanI,vanI,2038,ARO_3003723,-,-,no,no,NA,NA
195,vanJ,Gly,VanJ,vanJ,2039,ARO_3002914,-,-,no,no,NA,NA
196,vanL,Gly,VanL,vanL,2040,ARO_3002910,-,-,no,no,NA,NA
197,vanM,Gly,VanM,vanM,2041,ARO_3002911,-,-,no,no,NA,NA
198,vanN,Gly,VanN,vanN,2042,ARO_3002912,-,-,no,no,NA,NA
199,vanO,Gly,VanO,vanO,2043,ARO_3002913,-,-,no,no,NA,NA
200,vanRA,Gly,VanRA,vanRA,2044,ARO_3002919,-,-,no,no,NA,NA
201,vanRB,Gly,VanRB,vanRB,2045,ARO_3002921,-,-,no,no,NA,NA
202,vanRC,Gly,VanRC,vanRC,2046,ARO_3002922,-,-,no,no,NA,NA
203,vanRD,Gly,VanRD,vanRD,2047,ARO_3002923,-,-,no,no,NA,NA
204,vanRE,Gly,VanRE,vanRE,2048,ARO_3002924,-,-,no,no,NA,NA
205,vanRF,Gly,VanRF,vanRF,2049,ARO_3002925,-,-,no,no,NA,NA
206,vanRG,Gly,VanRG,vanRG,2050,ARO_3002926,-,-,no,no,NA,NA
207,vanRI,Gly,VanRI,vanRI,2051,ARO_3003728,-,-,no,no,NA,NA
208,vanRL,Gly,VanRL,vanRL,2052,ARO_3002927,-,-,no,no,NA,NA
209,vanRM,Gly,VanRM,vanRM,2053,ARO_3002928,-,-,no,no,NA,NA
210,vanRN,Gly,VanRN,vanRN,2054,ARO_3002929,-,-,no,no,NA,NA
211,vanRO,Gly,VanRO,vanRO,2055,ARO_3002930,-,-,no,no,NA,NA
212,vanSA,Gly,VanSA,vanSA,2056,ARO_3002931,-,-,no,no,NA,NA
213,vanSB,Gly,VanSB,vanSB,2057,ARO_3002932,-,-,no,no,NA,NA
214,vanSC,Gly,VanSC,vanSC,2058,ARO_3002933,-,-,no,no,NA,NA
215,vanSD,Gly,VanSD,vanSD,2059,ARO_3002934,-,-,no,no,NA,NA
216,vanSE,Gly,VanSE,vanSE,2060,ARO_3002935,-,-,no,no,NA,NA
217,vanSF,Gly,VanSF,vanSF,2061,ARO_3002936,-,-,no,no,NA,NA
218,vanSG,Gly,VanSG,vanSG,2062,ARO_3002937,-,-,no,no,NA,NA
219,vanSL,Gly,VanSL,vanSL,2063,ARO_3002938,-,-,no,no,NA,NA
220,vanSM,Gly,VanSM,vanSM,2064,ARO_3002939,-,-,no,no,NA,NA
221,vanSN,Gly,VanSN,vanSN,2065,ARO_3002940,-,-,no,no,NA,NA
222,vanSO,Gly,VanSO,vanSO,2066,ARO_3002941,-,-,no,no,NA,NA
223,vanTC,Gly,VanTC,vanTC,2067,ARO_3002970,-,-,no,no,NA,NA
224,vanTE,Gly,VanTE,vanTE,2068,ARO_3002971,-,-,no,no,NA,NA
225,vanTG,Gly,VanTG,vanTG,2069,ARO_3002972,-,-,no,no,NA,NA
226,vanTmL,Gly,VanTmL,vanTmL,2070,ARO_3002973,-,-,no,no,NA,NA
227,vanTN,Gly,VanTN,vanTN,2071,ARO_3002975,-,-,no,no,NA,NA
228,vanTrL,Gly,VanTrL,vanTrL,2072,ARO_3002974,-,-,no,no,NA,NA
229,vanUG,Gly,VanUG,vanUG,2073,ARO_3004253,-,-,no,no,NA,NA
230,vanVB,Gly,VanVB,vanVB,2074,ARO_3004254,-,-,no,no,NA,NA
231,vanWB,Gly,VanWB,vanWB,2075,ARO_3002964,-,-,no,no,NA,NA
232,vanWG,Gly,VanWG,vanWG,2076,ARO_3002965,-,-,no,no,NA,NA
233,vanWI,Gly,VanWI,vanWI,2077,ARO_3003724,-,-,no,no,NA,NA
234,vanXA,Gly,VanXA,vanXA,2078,ARO_3002949,-,-,no,no,NA,NA
235,vanXB,Gly,VanXB,vanXB,2079,ARO_3002950,-,-,no,no,NA,NA
236,vanXD,Gly,VanXD,vanXD,2080,ARO_3003070,-,-,no,no,NA,NA
237,vanXE,Gly,VanXE,vanXE,2081,ARO_3002952,-,-,no,no,NA,NA
238,vanXI,Gly,VanXI,vanXI,2082,ARO_3003725,-,-,no,no,NA,NA
239,vanXM,Gly,VanXM,vanXM,2083,ARO_3002953,-,-,no,no,NA,NA
240,vanXO,Gly,VanXO,vanXO,2084,ARO_3002954,-,-,no,no,NA,NA
241,vanXYC,Gly,VanXYC,vanXYC,2085,ARO_3002966,-,-,no,no,NA,NA
242,vanXYE,Gly,VanXYE,vanXYE,2086,ARO_3002967,-,-,no,no,NA,NA
243,vanXYG,Gly,VanXYG,vanXYG,2087,ARO_3003069,-,-,no,no,NA,NA
244,vanXYL,Gly,VanXYL,vanXYL,2088,ARO_3002968,-,-,no,no,NA,NA
245,vanXYN,Gly,VanXYN,vanXYN,2089,ARO_3002969,-,-,no,no,NA,NA
246,vanYA,Gly,VanYA,vanYA,2090,ARO_3002955,-,-,no,no,NA,NA
247,vanYB,Gly,VanYB,vanYB,2091,ARO_3002956,-,-,no,no,NA,NA
248,vanYD,Gly,VanYD,vanYD,2092,ARO_3002957,-,-,no,no,NA,NA
249,vanYF,Gly,VanYF,vanYF,2093,ARO_3002958,-,-,no,no,NA,NA
250,vanYG1,Gly,VanYG1,vanYG1,2094,ARO_3002959,-,-,no,no,NA,NA
251,vanYM,Gly,VanYM,vanYM,2095,ARO_3002961,-,-,no,no,NA,NA
252,vanZA,Gly,VanZA,vanZA,2096,ARO_3002962,-,-,no,no,NA,NA
253,vanZF,Gly,VanZF,vanZF,2097,ARO_3002963,-,-,no,no,NA,NA
254,mef(B),MLS,MefB,mef(B),2098,ARO_3003107,-,-,no,no,NA,NA
255,mel,MLS,Mel,mel,2099,ARO_3000616,-,-,no,no,NA,NA
256,carA,MLS,CarA,carA,2100,ARO_3002817,-,-,no,no,NA,NA
257,cfrA,MLS,CfrA,cfrA,2101,ARO_3003441,-,-,no,no,NA,NA
258,cfrB,MLS,CfrB,cfrB,2102,ARO_3004649,-,-,no,no,NA,NA
259,cfrC,MLS,CfrC,cfrC,2103,ARO_3004146,-,-,no,no,NA,NA
260,clbB,MLS,clbB,clbB,2104,ARO_3002815,-,-,no,no,NA,NA
261,clbC,MLS,clbC,clbC,2105,ARO_3002816,-,-,no,no,NA,NA
262,clcD,MLS,clcD,clcD,2106,ARO_3004599,-,-,no,no,NA,NA
263,emtA,MLS,Emt,emtA,2107,ARO_3004669,-,-,no,no,NA,NA
264,ereA,MLS,EreA,ereA,2108,ARO_3000361,-,-,no,no,NA,NA
264,ereA2,MLS,EreA,ereA2,2109,ARO_3002826,-,-,no,no,NA,NA
265,ereB,MLS,EreB,ereB,2110,ARO_3000363,-,-,no,no,NA,NA
266,ereD,MLS,EreD,ereD,2111,ARO_3004608,-,-,no,no,NA,NA
267,erm(30),MLS,Erm,erm(30),2112,ARO_3001265,-,-,no,no,NA,NA
267,erm(31),MLS,Erm,erm(31),2113,ARO_3000598,-,-,no,no,NA,NA
267,erm(32),MLS,Erm,erm(32),2114,ARO_3004592,-,-,no,no,NA,NA
267,erm(33),MLS,Erm,erm(33),2115,ARO_3000599,-,-,no,no,NA,NA
267,erm(34),MLS,Erm,erm(34),2116,ARO_3000600,-,-,no,no,NA,NA
267,erm(35),MLS,Erm,erm(35),2117,ARO_3000604,-,-,no,no,NA,NA
267,erm(36),MLS,Erm,erm(36),2118,ARO_3000605,-,-,no,no,NA,NA
267,erm(37),MLS,Erm,erm(37),2119,ARO_3000392,-,-,no,no,NA,NA
267,erm(38),MLS,Erm,erm(38),2120,ARO_3000601,-,-,no,no,NA,NA
267,erm(39),MLS,Erm,erm(39),2121,ARO_3000602,-,-,no,no,NA,NA
267,erm(40),MLS,Erm,erm(40),2122,ARO_3004606,-,-,no,no,NA,NA
267,erm(41).v1,MLS,Erm,erm(41).v1,2123,ARG_EU590124,-,-,no,no,NA,NA
267,erm(41).v2,MLS,Erm,erm(41).v2,2124,ARO_3000603,-,-,no,no,NA,NA
267,erm(42),MLS,Erm,erm(42),2125,ARO_3003106,-,-,no,no,NA,NA
267,erm(43),MLS,Erm,erm(43),2126,ARO_3003205,-,-,no,no,NA,NA
267,erm(44)v,MLS,Erm,erm(44)v,2127,ARO_3003971,-,-,no,no,NA,NA
267,erm(45),MLS,Erm,erm(45),2128,ARO_3004595,-,-,no,no,NA,NA
267,erm(46),MLS,Erm,erm(46),2129,ARO_3004596,-,-,no,no,NA,NA
267,erm(47),MLS,Erm,erm(47),2130,ARO_3003908,-,-,no,no,NA,NA
267,erm(48),MLS,Erm,erm(48),2131,ARO_3004094,-,-,no,no,NA,NA
267,erm(49),MLS,Erm,erm(49),2132,ARO_3004626,-,-,no,no,NA,NA
267,erm(K),MLS,Erm,erm(K),2133,ARO_3004643,-,-,no,no,NA,NA
267,erm(O)-lrm,MLS,Erm,erm(O)-lrm,2134,ARO_3004652,-,-,no,no,NA,NA
267,ermA,MLS,Erm,ermA,2135,ARO_3000347,-,-,no,no,NA,NA
267,ermB.v1,MLS,Erm,ermB.v1,2136,ARG_M11180,-,-,no,no,NA,NA
267,ermB.v2,MLS,Erm,ermB.v2,2137,ARO_3000375,-,-,no,no,NA,NA
267,ermC.v1,MLS,Erm,ermC.v1,2138,ARG_M19652,-,-,no,no,NA,NA
267,ermC.v2,MLS,Erm,ermC.v2,2139,ARO_3000250,-,-,no,no,NA,NA
267,ermD.v1,MLS,Erm,ermD.v1,2140,ARG_M29832,-,-,no,no,NA,NA
267,ermD.v2,MLS,Erm,ermD.v2,2141,ARO_3000495,-,-,no,no,NA,NA
267,ermE,MLS,Erm,ermE,2142,ARO_3000326,-,-,no,no,NA,NA
267,ermF,MLS,Erm,ermF,2143,ARO_3000498,-,-,no,no,NA,NA
267,ermG.v1,MLS,Erm,ermG.v1,2144,ARG_M15332,-,-,no,no,NA,NA
267,ermG.v2,MLS,Erm,ermG.v2,2145,ARO_3000522,-,-,no,no,NA,NA
267,ermH,MLS,Erm,ermH,2146,ARO_3002823,-,-,no,no,NA,NA
267,ermN,MLS,Erm,ermN,2147,ARO_3000592,-,-,no,no,NA,NA
267,ermO-srmA,MLS,Erm,ermO-srmA,2148,ARO_3001303,-,-,no,no,NA,NA
267,ermQ,MLS,Erm,ermQ,2149,ARO_3000593,-,-,no,no,NA,NA
267,ermR,MLS,Erm,ermR,2150,ARO_3000594,-,-,no,no,NA,NA
267,ermS,MLS,Erm,ermS,2151,ARO_3001304,-,-,no,no,NA,NA
267,ermT,MLS,Erm,ermT,2152,ARO_3000595,-,-,no,no,NA,NA
267,ermU,MLS,Erm,ermU,2153,ARO_3001305,-,-,no,no,NA,NA
267,ermV,MLS,Erm,ermV,2154,ARO_3002824,-,-,no,no,NA,NA
267,ermW,MLS,Erm,ermW,2155,ARO_3001306,-,-,no,no,NA,NA
267,ermX,MLS,Erm,ermX,2156,ARO_3000596,-,-,no,no,NA,NA
267,ermY,MLS,Erm,ermY,2157,ARO_3002825,-,-,no,no,NA,NA
267,ermZ,MLS,Erm,ermZ,2158,ARO_3004605,-,-,no,no,NA,NA
268,gimA,MLS,gimA,gimA,2159,ARO_3000463,-,-,no,no,NA,NA
269,linG,MLS,LinG,linG,2160,ARO_3002879,-,-,no,no,NA,NA
270,lnuA,MLS,LnuA,lnuA,2161,ARO_3002835,-,-,no,no,NA,NA
271,lnuB,MLS,LnuB,lnuB,2162,ARO_3002836,-,-,no,no,NA,NA
272,lnuC,MLS,LnuC,lnuC,2163,ARO_3002837,-,-,no,no,NA,NA
273,lnuD,MLS,LnuD,lnuD,2164,ARO_3002838,-,-,no,no,NA,NA
274,lnuF.v1,MLS,LnuF,lnuF.v1,2165,ARG_EU118119,-,-,no,no,NA,NA
274,lnuF.v2,MLS,LnuF,lnuF.v2,2166,ARO_3002839,-,-,no,no,NA,NA
275,lnuG,MLS,LnuG,lnuG,2167,ARO_3004085,-,-,no,no,NA,NA
276,lnuP,MLS,LnuP,lnuP,2168,ARO_3004601,-,-,no,no,NA,NA
277,lsaA,MLS,LsaA,lsaA,2169,ARO_3000300,-,-,no,no,NA,NA
278,lsaB,MLS,LsaB,lsaB,2170,ARO_3003111,-,-,no,no,NA,NA
279,lsaC,MLS,LsaC,lsaC,2171,ARO_3003112,-,-,no,no,NA,NA
280,lsaE,MLS,LsaE,lsaE,2172,ARO_3003206,-,-,no,no,NA,NA
281,mgtA,MLS,MgtA,mgtA,2173,ARO_3000462,-,-,no,no,NA,NA
282,mphA,MLS,MphA,mphA,2174,ARO_3000316,-,-,no,no,NA,NA
283,mphB.v1,MLS,MphB,mphB.v1,2175,ARG_D85892,-,-,no,no,NA,NA
283,mphB.v2,MLS,MphB,mphB.v2,2176,ARO_3000318,-,-,no,no,NA,NA
284,mphC.v1,MLS,MphC,mphC.v1,2177,ARG_AF167161,-,-,no,no,NA,NA
284,mphC.v2,MLS,MphC,mphC.v2,2178,ARO_3000319,-,-,no,no,NA,NA
285,mphE.v1,MLS,MphE,mphE.v1,2179,ARG_JF769133,-,-,no,no,NA,NA
285,mphE.v2,MLS,MphE,mphE.v2,2180,ARO_3003741,-,-,no,no,NA,NA
286,mphF,MLS,MphF,mphF,2181,ARO_3003071,-,-,no,no,NA,NA
287,mphG,MLS,MphG,mphG,2182,ARO_3003742,-,-,no,no,NA,NA
288,mphH,MLS,MphH,mphH,2183,ARO_3004539,-,-,no,no,NA,NA
289,mphI,MLS,MphI,mphI,2184,ARO_3003991,-,-,no,no,NA,NA
290,mphJ,MLS,MphJ,mphJ,2185,ARO_3004544,-,-,no,no,NA,NA
291,mphK,MLS,MphK,mphK,2186,ARO_3004541,-,-,no,no,NA,NA
292,mphL,MLS,MphL,mphL,2187,ARO_3003072,-,-,no,no,NA,NA
293,mphM,MLS,MphM,mphM,2188,ARO_3003767,-,-,no,no,NA,NA
294,mphN,MLS,MphN,mphN,2189,ARO_3004542,-,-,no,no,NA,NA
295,mphO,MLS,MphO,mphO,2190,ARO_3004543,-,-,no,no,NA,NA
296,msrA.v1,MLS,MsrA,msrA.v1,2191,ARG_AY591760,-,-,no,no,NA,NA
296,msrA.v2,MLS,MsrA,msrA.v2,2192,ARO_3000251,-,-,no,no,NA,NA
297,msrC.v1,MLS,MsrC,msrC.v1,2193,ARG_AY004350,-,-,no,no,NA,NA
297,msrC.v2,MLS,MsrC,msrC.v2,2194,ARO_3002819,-,-,no,no,NA,NA
298,msrE,MLS,MsrE,msrE,2195,ARO_3003109,-,-,no,no,NA,NA
299,myrA,MLS,MyrA,myrA,2196,ARO_3001300,-,-,no,no,NA,NA
300,oleB,MLS,OleB,oleB,2197,ARO_3003036,-,-,no,no,NA,NA
301,oleC,MLS,OleC,oleC,2198,ARO_3003748,-,-,no,no,NA,NA
302,oleD,MLS,OleD,oleD,2199,ARO_3000865,-,-,no,no,NA,NA
303,oleI,MLS,OleI,oleI,2200,ARO_3000866,-,-,no,no,NA,NA
304,optrA,MLS,OptrA,optrA,2201,ARO_3003746,-,-,no,no,NA,NA
305,poxtA,MLS,PoxtA,poxtA,2202,ARO_3004470,-,-,no,no,NA,NA
306,srmB,MLS,SrmB,srmB,2203,ARO_3002828,-,-,no,no,NA,NA
307,tlrC,MLS,TirC,tlrC,2204,ARO_3002827,-,-,no,no,NA,NA
308,tva(A),MLS,TvaA,tva(A),2205,ARO_3004730,-,-,no,no,NA,NA
309,vatA,MLS,VatA,vatA,2206,ARO_3002840,-,-,no,no,NA,NA
310,vatB,MLS,VatB,vatB,2207,ARO_3002841,-,-,no,no,NA,NA
311,vatC,MLS,VatC,vatC,2208,ARO_3002842,-,-,no,no,NA,NA
312,vatD.v1,MLS,VatD,vatD.v1,2209,ARG_L12033,-,-,no,no,NA,NA
312,vatD.v2,MLS,VatD,vatD.v2,2210,ARO_3002843,-,-,no,no,NA,NA
313,vatE,MLS,VatE,vatE,2211,ARO_3002844,-,-,no,no,NA,NA
314,vatF,MLS,VatF,vatF,2212,ARO_3003744,-,-,no,no,NA,NA
315,vatH,MLS,VatH,vatH,2213,ARO_3002845,-,-,no,no,NA,NA
316,VatI,MLS,VatI,vatI,2214,ARO_3003987,-,-,no,no,NA,NA
317,vgaA,MLS,VgaA,vgaA,2215,ARO_3002829,-,-,no,no,NA,NA
317,vgaALC,MLS,VgaA,vgaALC,2216,ARO_3002830,-,-,no,no,NA,NA
318,vgaB,MLS,VgaB,vgaB,2217,ARO_3000118,-,-,no,no,NA,NA
319,vgaC,MLS,VgaC,vgaC,2218,ARO_3002831,-,-,no,no,NA,NA
320,vgaD,MLS,VgaD,vgaD,2219,ARO_3002832,-,-,no,no,NA,NA
321,vga(E) ,MLS,VgaE,vga(E) ,2220,ARO_3004715,-,-,no,no,NA,NA
321,vgaE,MLS,VgaE,vgaE,2221,ARO_3002833,-,-,no,no,NA,NA
322,vgbA,MLS,VgbA,vgbA,2222,ARO_3001307,-,-,no,no,NA,NA
323,vgbB,MLS,VgbB,vgbB,2223,ARO_3001308,-,-,no,no,NA,NA
324,vgbC,MLS,VgbC,vgbC,2224,ARO_3003990,-,-,no,no,NA,NA
325,vmlR,MLS,VmlR,vmlR,2225,ARO_3004476,-,-,no,no,NA,NA
326,cat-TC,Phe,Cat,cat-TC,2226,ARO_3002671,-,-,no,no,NA,NA
326,cat86,Phe,Cat,cat86,2227,ARO_3002672,-,-,no,no,NA,NA
326,catA,Phe,Cat,catA,2228,ARO_3004456,-,-,no,no,NA,NA
326,catA1,Phe,Cat,catA1,2229,ARO_3002683,-,-,no,no,NA,NA
326,catA10,Phe,Cat,catA10,2230,ARO_3004452,-,-,no,no,NA,NA
326,catA13,Phe,Cat,catA13,2231,ARO_3004454,-,-,no,no,NA,NA
326,catA14,Phe,Cat,catA14,2232,ARO_3004460,-,-,no,no,NA,NA
326,catA4,Phe,Cat,catA4,2233,ARO_3004657,-,-,no,no,NA,NA
326,catA7.v1,Phe,Cat,catA7.v1,2234,ARO_3004457,-,-,no,no,NA,NA
326,catA7.v2,Phe,Cat,catA7.v2,2235,ARO_3004458,-,-,no,no,NA,NA
326,catA8,Phe,Cat,catA8,2236,ARO_3004658,-,-,no,no,NA,NA
326,catA9,Phe,Cat,catA9,2237,ARO_3004455,-,-,no,no,NA,NA
326,catB,Phe,Cat,catB,2238,ARO_3002674,-,-,no,no,NA,NA
326,catB1,Phe,Cat,catB1,2239,ARO_3004451,-,-,no,no,NA,NA
326,catB10,Phe,Cat,catB10,2240,ARO_3003110,-,-,no,no,NA,NA
326,catB11,Phe,Cat,catB11,2241,ARO_3004660,-,-,no,no,NA,NA
326,catB2.v1,Phe,Cat,catB2.v1,2242,ARG_JN676230,-,-,no,no,NA,NA
326,catB2.v2,Phe,Cat,catB2.v2,2243,ARO_3002675,-,-,no,no,NA,NA
326,catB3.v1,Phe,Cat,catB3.v1,2244,ARG_AJ310778,-,-,no,no,NA,NA
326,catB3.v2,Phe,Cat,catB3.v2,2245,ARO_3002676,-,-,no,no,NA,NA
326,catB6.v1,Phe,Cat,catB6.v1,2246,ARG_AJ223604,-,-,no,no,NA,NA
326,catB6.v2,Phe,Cat,catB6.v2,2247,ARO_3002678,-,-,no,no,NA,NA
326,catB7,Phe,Cat,catB7,2248,ARO_3002679,-,-,no,no,NA,NA
326,catB8,Phe,Cat,catB8,2249,ARO_3002680,-,-,no,no,NA,NA
326,catB9,Phe,Cat,catB9,2250,ARO_3002681,-,-,no,no,NA,NA
