seqID,clusterid,gene,allele,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,idInFile,symbol,class,accession,positions,size,Lahey,Bla_Class
290,100,VanS-M_Gly,VanS-M,no,yes,Gly___VanS-M___FJ349556___1673-2785___1113,VanS-M,Gly,FJ349556,1673-2785,1113,NA,NA
292,106,VanS-C_Gly,VanS-C,no,yes,Gly___VanS-C___DQ022190___4672-5757___1086,VanS-C,Gly,DQ022190,4672-5757,1086,NA,NA
293,107,VanY-D_Gly,VanY-D,no,yes,Gly___VanY-D___AB242319___1958-3025___1068,VanY-D,Gly,AB242319,1958-3025,1068,NA,NA
294,104,VanS-F_Gly,VanS-F,no,yes,Gly___VanS-F___AF155139___2200-3297___1098,VanS-F,Gly,AF155139,2200-3297,1098,NA,NA
295,105,VanS-L_Gly,VanS-L,no,yes,Gly___VanS-L___EU250284___5416-6510___1095,VanS-L,Gly,EU250284,5416-6510,1095,NA,NA
325,339,VanR-L_Gly,VanR-L,no,yes,Gly___VanR-L___EU250284___4731-5426___696,VanR-L,Gly,EU250284,4731-5426,696,NA,NA
326,338,VanR-F_Gly,VanR-F,no,yes,Gly___VanR-F___AF155139___1512-2207___696,VanR-F,Gly,AF155139,1512-2207,696,NA,NA
327,335,VanR-M_Gly,VanR-M,no,yes,Gly___VanR-M___FJ349556___982-1680___699,VanR-M,Gly,FJ349556,982-1680,699,NA,NA
328,334,VanY-M_Gly,VanY-M,no,yes,Gly___VanY-M___FJ349556___3057-3758___702,VanY-M,Gly,FJ349556,3057-3758,702,NA,NA
330,336,VanR-D_Gly,VanR-D,no,yes,Gly___VanR-D___AB242319___1-699___699,VanR-D,Gly,AB242319,1-699,699,NA,NA
343,345,VanX_Gly,VanX-Pt,yes,yes,Gly___VanX-Pt___DQ018710___7107-7715___609,VanX-Pt,Gly,DQ018710,7107-7715,609,NA,NA
344,345,VanX_Gly,VanXE-Pp,yes,no,Gly___VanXE-Pp___AF155139___6977-7648___672,VanXE-Pp,Gly,AF155139,6977-7648,672,NA,NA
463,97,VanS-D_Gly,VanS-D,no,yes,Gly___VanS-D___AB242319___689-1834___1146,VanS-D,Gly,AB242319,689-1834,1146,NA,NA
487,239,VanW-B_Gly,VanW-B,no,no,Gly___VanW-B___AY655721___3069-3896___828,VanW-B,Gly,AY655721,3069-3896,828,NA,NA
534,1,VanTc_Gly,VanTc3,yes,no,Gly___VanTc3___AY033764___1644-3746___2103,VanTc3,Gly,AY033764,1644-3746,2103,NA,NA
535,1,VanTc_Gly,VanTc4,yes,no,Gly___VanTc4___EU151753___1647-3749___2103,VanTc4,Gly,EU151753,1647-3749,2103,NA,NA
552,133,VanH-B_Gly,VanH-B,no,yes,Gly___VanH-B___AF192329___27871-28842___972,VanH-B,Gly,AF192329,27871-28842,972,NA,NA
554,131,VanH-M_Gly,VanH-M,no,yes,Gly___VanH-M___FJ349556___3884-4864___981,VanH-M,Gly,FJ349556,3884-4864,981,NA,NA
555,131,VanH-M_Gly,VanH-E,no,yes,Gly___VanH-E___AF155139___4979-5947___969,VanH-E,Gly,AF155139,4979-5947,969,NA,NA
569,135,VanH-Pt_Gly,VanH-Pt,no,yes,Gly___VanH-Pt___DQ018710___5109-6077___969,VanH-Pt,Gly,DQ018710,5109-6077,969,NA,NA
570,135,VanH-Pt_Gly,VanH-Pt2,no,yes,Gly___VanH-Pt2___AY926880___2771-3739___969,VanH-Pt2,Gly,AY926880,2771-3739,969,NA,NA
571,135,VanH-Pt_Gly,VanH-A,no,yes,Gly___VanH-A___FJ866609___3762-4730___969,VanH-A,Gly,FJ866609,3762-4730,969,NA,NA
572,134,VanH-D_Gly,VanH-D,no,yes,Gly___VanH-D___AY082011___4937-5908___972,VanH-D,Gly,AY082011,4937-5908,972,NA,NA
597,378,VanX-Ac1_Gly,VanX-Ac1,no,yes,Gly___VanX-Ac1___DQ246438___2221-2835___615,VanX-Ac1,Gly,DQ246438,2221-2835,615,NA,NA
598,378,VanX-Ac1_Gly,VanX-Ac2,no,yes,Gly___VanX-Ac2___AY618461___1756-2316___561,VanX-Ac2,Gly,AY618461,1756-2316,561,NA,NA
599,378,VanX-Ac1_Gly,VanX-Ao1,no,yes,Gly___VanX-Ao1___AF060799___2604-3212___609,VanX-Ao1,Gly,AF060799,2604-3212,609,NA,NA
600,378,VanX-Ac1_Gly,VanX-Ao2,no,yes,Gly___VanX-Ao2___HQ679900___2070-2678___609,VanX-Ao2,Gly,HQ679900,2070-2678,609,NA,NA
609,377,VanZF-Pp_Gly,VanZF-Pp,no,no,Gly___VanZF-Pp___AF155139___4339-4959___621,VanZF-Pp,Gly,AF155139,4339-4959,621,NA,NA
635,87,VanS-A_Gly,VanS-A,no,yes,Gly___VanS-A___M97297___4649-5803___1155,VanS-A,Gly,M97297,4649-5803,1155,NA,NA
636,87,VanS-A_Gly,VanS-Pt2,no,yes,Gly___VanS-Pt2___DQ018710___3721-4881___1161,VanS-Pt2,Gly,DQ018710,3721-4881,1161,NA,NA
637,87,VanS-A_Gly,VanS-Pt,no,yes,Gly___VanS-Pt___AY926880___1391-2551___1461,VanS-Pt,Gly,AY926880,1391-2551,1461,NA,NA
791,186,VanYF-Pp_Gly,VanYF-Pp,no,no,Gly___VanYF-Pp___AF155139___3397-4278___872,VanYF-Pp,Gly,AF155139,3397-4278,872,NA,NA
1054,2,VanT_Gly,VanT,yes,no,Gly___VanT___AF162694___3008-5104___2097,VanT,Gly,AF162694,3008-5104,2097,NA,NA
1055,2,VanT_Gly,VanTc,yes,no,Gly___VanTc___DQ022190___1802-3898___2097,VanTc,Gly,DQ022190,1802-3898,2097,NA,NA
1058,120,VanB_Gly,VanB,yes,no,Gly___VanB___AY655710___1-1029___1029,VanB,Gly,AY655710,1-1029,1029,NA,NA
1059,120,VanB_Gly,VanA-B,yes,yes,Gly___VanA-B___AF192329___28835-29863___1029,VanA-B,Gly,AF192329,28835-29863,1029,NA,NA
1060,120,VanB_Gly,VanB,yes,no,Gly___VanB___AY655711___1-1029___1029,VanB,Gly,AY655711,1-1029,1029,NA,NA
1076,129,VanTm-L_Gly,VanTm-L,no,no,Gly___VanTm-L___EU250284___2575-3564___990,VanTm-L,Gly,EU250284,2575-3564,990,NA,NA
1188,380,VanX-M_Gly,VanX-M,no,yes,Gly___VanX-M___FJ349556___5894-6502___609,VanX-M,Gly,FJ349556,5894-6502,609,NA,NA
1189,380,VanX-M_Gly,VanX-A,no,yes,Gly___VanX-A___M97297___8016-8624___609,VanX-A,Gly,M97297,8016-8624,609,NA,NA
1190,380,VanX-M_Gly,VanX-Pt2,no,yes,Gly___VanX-Pt2___AY926880___4769-5377___609,VanX-Pt2,Gly,AY926880,4769-5377,609,NA,NA
1191,381,VanX-B_Gly,VanX-B,no,yes,Gly___VanX-B___AY655721___5891-6499___609,VanX-B,Gly,AY655721,5891-6499,609,NA,NA
1192,382,VanX-D_Gly,VanX-D,no,yes,Gly___VanX-D___AB242319___5046-5654___609,VanX-D,Gly,AB242319,5046-5654,609,NA,NA
1193,383,VanX-Sc_Gly,VanX-Sc,no,yes,Gly___VanX-Sc___AL939117___55404-56012___609,VanX-Sc,Gly,AL939117,55404-56012,609,NA,NA
1196,386,VanXY-L_Gly,VanXY-L,no,no,Gly___VanXY-L___EU250284___1997-2578___582,VanXY-L,Gly,EU250284,1997-2578,582,NA,NA
1197,387,VanXYc_Gly,VanXYc2-2,yes,no,Gly___VanXYc2___3___EU151760___1078-1650___573,VanXYc2-2,Gly,EU151760,1078-1650,573,NA,NA
1198,387,VanXYc_Gly,VanXYc3,yes,no,Gly___VanXYc3___AY033764___1075-1647___573,VanXYc3,Gly,AY033764,1075-1647,573,NA,NA
1199,387,VanXYc_Gly,VanXYc4,yes,no,Gly___VanXYc4___EU151753___1078-1650___573,VanXYc4,Gly,EU151753,1078-1650,573,NA,NA
1200,388,VanX-Yc_Gly,VanX-Yc,yes,yes,Gly___VanX-Yc___DQ022190___1233-1805___573,VanX-Yc,Gly,DQ022190,1233-1805,573,NA,NA
1229,255,VanZ-Pa_Gly,VanZ-Pa,no,yes,Gly___VanZ-Pa___DQ018711___2047-2862___816,VanZ-Pa,Gly,DQ018711,2047-2862,816,NA,NA
1472,350,VanR-B_Gly,VanR-B,no,yes,Gly___VanR-B___AY655721___69-728___660,VanR-B,Gly,AY655721,69-728,660,NA,NA
1502,262,VanY-B_Gly,VanY-B,no,yes,Gly___VanY-B___AY655721___2245-3051___807,VanY-B,Gly,AY655721,2245-3051,807,NA,NA
1547,115,VanA-Ao2_Gly,VanA-Ao2,no,yes,Gly___VanA-Ao2___HQ679900___1034-2080___1047,VanA-Ao2,Gly,HQ679900,1034-2080,1047,NA,NA
1550,117,VanA_Gly,VanA-A,yes,yes,Gly___VanA-A___M97297___6979-8010___1032,VanA-A,Gly,M97297,6979-8010,1032,NA,NA
1551,117,VanA_Gly,VanA-M,yes,yes,Gly___VanA-M___FJ349556___4857-5888___1032,VanA-M,Gly,FJ349556,4857-5888,1032,NA,NA
1552,117,VanA_Gly,VanHA-Bc,yes,no,Gly___VanHA-Bc___Y15704___23-1054___1032,VanHA-Bc,Gly,Y15704,23-1054,1032,NA,NA
1553,116,VanC1_Gly,VanC,yes,no,Gly___VanC___AF162694___1411-2442___1032,VanC,Gly,AF162694,1411-2442,1032,NA,NA
1554,116,VanC1_Gly,VanC1,yes,no,Gly___VanC1___EU151769___31-1062___1032,VanC1,Gly,EU151769,31-1062,1032,NA,NA
1556,110,VanH_Gly,VanH,yes,no,Gly___VanH___DQ246438___124-1179___1056,VanH,Gly,DQ246438,124-1179,1056,NA,NA
1557,110,VanH_Gly,VanH-Ac1,yes,yes,Gly___VanH-Ac1___DQ246438___124-1179___1056,VanH-Ac1,Gly,DQ246438,124-1179,1056,NA,NA
1558,110,VanH_Gly,VanH-Ac2,yes,yes,Gly___VanH-Ac2___AY618461___1-714___714,VanH-Ac2,Gly,AY618461,1-714,714,NA,NA
1559,110,VanH_Gly,VanH-Ao1,yes,yes,Gly___VanH-Ao1___AF060799___534-1580___1047,VanH-Ao1,Gly,AF060799,534-1580,1047,NA,NA
1560,110,VanH_Gly,VanH-Ao2,yes,yes,Gly___VanH-Ao2___HQ679900___1-1032___1032,VanH-Ao2,Gly,HQ679900,1-1032,1032,NA,NA
1561,113,VanL_Gly,VanL,yes,no,Gly___VanL___EU250284___955-2004___1010,VanL,Gly,EU250284,955-2004,1010,NA,NA
1562,113,VanL_Gly,VanA-L,yes,yes,Gly___VanA-L___EU250284___955-2004___1050,VanA-L,Gly,EU250284,955-2004,1050,NA,NA
1563,112,VanC2-4_Gly,VanC4,yes,no,Gly___VanC4___EU151752___29-1081___1053,VanC4,Gly,EU151752,29-1081,1053,NA,NA
1564,112,VanC2-4_Gly,VanC2-3,yes,no,Gly___VanC2___3___EU151755___29-1081___1083,VanC2-3,Gly,EU151755,29-1081,1083,NA,NA
1565,112,VanC2-4_Gly,VanC2,yes,no,Gly___VanC2___L29638___33-1085___1053,VanC2,Gly,L29638,33-1085,1053,NA,NA
1566,112,VanC2-4_Gly,VanC3,yes,no,Gly___VanC3___AY033764___26-1078___1053,VanC3,Gly,AY033764,26-1078,1053,NA,NA
1567,119,VanAE-Pp_Gly,VanAE-Pp,no,no,Gly___VanAE-Pp___AF155139___5940-6971___1032,VanAE-Pp,Gly,AF155139,5940-6971,1032,NA,NA
1568,118,VanA-D_Gly,VanA-D,no,yes,Gly___VanA-D___AY082011___5901-6932___1032,VanA-D,Gly,AY082011,5901-6932,1032,NA,NA
1574,422,VanZ-A_Gly,VanZ-A,no,yes,Gly___VanZ-A___M97297___10116-10601___486,VanZ-A,Gly,M97297,10116-10601,486,NA,NA
1575,425,VanZ-Pa2_Gly,VanZ-Pa,no,yes,Gly___VanZ-Pa___DQ018711___7169-7648___480,VanZ-Pa,Gly,DQ018711,7169-7648,480,NA,NA
1634,152,VanY-A_Gly,VanY-A,no,yes,Gly___VanY-A___M97297___9052-9963___912,VanY-A,Gly,M97297,9052-9963,912,NA,NA
1635,152,VanY-A_Gly,VanY-Pt2,no,yes,Gly___VanY-Pt2___DQ018711___6234-7133___900,VanY-Pt2,Gly,DQ018711,6234-7133,900,NA,NA
1636,152,VanY-A_Gly,VanY-Pt,no,yes,Gly___VanY-Pt___AY926880.2|___5831-6721___891,VanY-Pt,Gly,AY926880.2|,5831-6721,891,NA,NA
1672,47,VanS-B_Gly,VanS-B,no,yes,Gly___VanS-B___AY655721___731-2074___1344,VanS-B,Gly,AY655721,731-2074,1344,NA,NA
51,347,VatF_MLS,VatF,no,no,MLS___VatF___AF170730___70-735___666,VatF,MLS,AF170730,70-735,666,NA,NA
62,298,ErmQ_MLS,ErmQ,no,no,MLS___ErmQ___L22689___262-1035___774,ErmQ,MLS,L22689,262-1035,774,NA,NA
64,296,ErmV_MLS,ErmV,no,no,MLS___ErmV___U59450___397-1176___780,ErmV,MLS,U59450,397-1176,780,NA,NA
71,293,ErmO_MLS,ErmO,no,no,MLS___ErmO___M74717___40-822___783,ErmO,MLS,M74717,40-822,783,NA,NA
76,195,ErmN_MLS,ErmN,no,no,MLS___ErmN___X97721___160-1035___876,ErmN,MLS,X97721,160-1035,876,NA,NA
256,273,Erm35_MLS,Erm35,no,no,MLS___Erm35___AF319779___33-833___801,Erm35,MLS,AF319779,33-833,801,NA,NA
257,274,ErmF_MLS,ErmF,no,no,MLS___ErmF___M14730___241-1041___801,ErmF,MLS,M14730,241-1041,801,NA,NA
291,101,ErmE_MLS,ErmE,no,no,MLS___ErmE___M11200___284-1396___1146,ErmE,MLS,M11200,284-1396,1146,NA,NA
296,39,MsrD_MLS,MsrD,no,no,MLS___MsrD___AF274302___2462-3925___1464,MsrD,MLS,AF274302,2462-3925,1464,NA,NA
297,38,MsrA_MLS,MsrA,no,no,MLS___MsrA___AY591760___274-1740___1467,MsrA,MLS,AY591760,274-1740,1467,NA,NA
298,33,LsaA_MLS,LsaA,no,no,MLS___LsaA___AY225127___41-1537___1497,LsaA,MLS,AY225127,41-1537,1497,NA,NA
303,37,MsrE_MLS,MsrE,no,no,MLS___MsrE___JF769133___7246-8721___1476,MsrE,MLS,JF769133,7246-8721,1476,NA,NA
304,36,MsrC_MLS,MsrC,no,no,MLS___MsrC___AY004350___496-1974___1479,MsrC,MLS,AY004350,496-1974,1479,NA,NA
305,35,LsaC_MLS,LsaC,no,no,MLS___LsaC___HM990671___5193-6671___1479,LsaC,MLS,HM990671,5193-6671,1479,NA,NA
306,34,LsaB_MLS,LsaB,no,no,MLS___LsaB___AJ579365___4150-5628___1479,LsaB,MLS,AJ579365,4150-5628,1479,NA,NA
548,140,ErmW_MLS,ErmW,no,no,MLS___ErmW___D14532___1039-1974___936,ErmW,MLS,D14532,1039-1974,936,NA,NA
553,132,OleC_MLS,OleC,no,no,MLS___OleC___L06249___1528-2505___978,OleC,MLS,L06249,1528-2505,978,NA,NA
568,136,Erm31_MLS,Erm31,no,no,MLS___Erm31___AF079138___154-1122___969,Erm31,MLS,AF079138,154-1122,969,NA,NA
573,139,ErmS_MLS,ErmS,no,no,MLS___ErmS___M19269___460-1419___960,ErmS,MLS,M19269,460-1419,960,NA,NA
576,25,TlrC2_MLS,TlrC,no,no,MLS___TlrC___NC_016113___803268-384890___1623,TlrC,MLS,NC_016113,803268-384890,1623,NA,NA
577,26,VgaD_MLS,VgaD,no,no,MLS___VgaD___GQ205627___1394-2971___1578,VgaD,MLS,GQ205627,1394-2971,1578,NA,NA
578,27,VgaE_MLS,VgaE,no,no,MLS___VgaE___FR772051___8741-10315___1575,VgaE,MLS,FR772051,8741-10315,1575,NA,NA
579,20,VgaB_MLS,VgaB,no,no,MLS___VgaB___U82085___629-2287___1659,VgaB,MLS,U82085,629-2287,1659,NA,NA
580,21,CarA_MLS,CarA,no,no,MLS___CarA___M80346___411-2066___1656,CarA,MLS,M80346,411-2066,1656,NA,NA
581,22,SrmB_MLS,SrmB,no,no,MLS___SrmB___X63451___558-2210___1653,SrmB,MLS,X63451,558-2210,1653,NA,NA
582,23,TlrC_MLS,TlrC,no,no,MLS___TlrC___M57437___277-1923___1647,TlrC,MLS,M57437,277-1923,1647,NA,NA
583,28,VgaA_MLS,VgaA,yes,no,MLS___VgaA___M90056___909-2477___1569,VgaA,MLS,M90056,909-2477,1569,NA,NA
584,28,VgaA_MLS,vgaa-LC,yes,no,MLS___vgaa-LC___DQ823382___1-1569___1569,vgaa-LC,MLS,DQ823382,1-1569,1569,NA,NA
608,374,VatD_MLS,VatD,no,no,MLS___VatD___L12033___162-791___630,VatD,MLS,L12033,162-791,630,NA,NA
614,88,Erm38_MLS,Erm38,no,no,MLS___Erm38___AY154657___63-1223___1161,Erm38,MLS,AY154657,63-1223,1161,NA,NA
747,249,LnuF_MLS,LnuF,no,no,MLS___LnuF___EU118119___1030-1851___822,LnuF,MLS,EU118119,1030-1851,822,NA,NA
766,179,VgbB_MLS,VgbB,no,no,MLS___VgbB___AF015628___399-1286___888,VgbB,MLS,AF015628,399-1286,888,NA,NA
788,183,MphE_MLS,MphE,no,no,MLS___MphE___JF769133___8777-9661___885,MphE,MLS,JF769133,8777-9661,885,NA,NA
838,18,OleB_MLS,OleB,no,no,MLS___OleB___L36601___1421-3130___1710,OleB,MLS,L36601,1421-3130,1710,NA,NA
839,62,EreA_MLS,EreA,no,no,MLS___EreA___AY183453___2730-3950___1221,EreA,MLS,AY183453,2730-3950,1221,NA,NA
840,322,Erm39_MLS,Erm39,no,no,MLS___Erm39___AY487229___2153-2893___741,Erm39,MLS,AY487229,2153-2893,741,NA,NA
841,323,ErmB_MLS,ErmB,no,no,MLS___ErmB___M11180___714-1451___738,ErmB,MLS,M11180,714-1451,738,NA,NA
844,326,ErmY_MLS,ErmY,no,no,MLS___ErmY___AB014481___556-1290___735,ErmY,MLS,AB014481,556-1290,735,NA,NA
853,324,ErmC_MLS,ErmC,yes,no,MLS___ErmC___M19652___988-1722___735,ErmC,MLS,M19652,988-1722,735,NA,NA
854,324,ErmC_MLS,ErmT,yes,no,MLS___ErmT___M64090___168-902___735,ErmT,MLS,M64090,168-902,735,NA,NA
855,325,ErmG_MLS,ErmG,no,no,MLS___ErmG___M15332___672-1406___735,ErmG,MLS,M15332,672-1406,735,NA,NA
856,328,ErmA_MLS,Erm33,yes,no,MLS___Erm33___AJ313523___163-894___732,Erm33,MLS,AJ313523,163-894,732,NA,NA
857,328,ErmA_MLS,ErmA,yes,no,MLS___ErmA___X03216___4551-5282___732,ErmA,MLS,X03216,4551-5282,732,NA,NA
886,202,ErmD_MLS,ErmD,no,no,MLS___ErmD___M29832___430-1293___864,ErmD,MLS,M29832,430-1293,864,NA,NA
1062,122,ErmR_MLS,ErmR,no,no,MLS___ErmR___M11276___333-1355___1023,ErmR,MLS,M11276,333-1355,1023,NA,NA
1064,124,Erm30_MLS,Erm30,no,no,MLS___Erm30___AF079138___1283-2293___1011,Erm30,MLS,AF079138,1283-2293,1011,NA,NA
1077,414,Erm41_MLS,Erm41,no,no,MLS___Erm41___EU590124___258-779___522,Erm41,MLS,EU590124,258-779,522,NA,NA
1094,419,LnuC_MLS,LnuC,no,no,MLS___LnuC___AY928180___1150-1644___495,LnuC,MLS,AY928180,1150-1644,495,NA,NA
1138,311,Erm40_MLS,Erm40,no,no,MLS___Erm40___AY570506___2035-2790___756,Erm40,MLS,AY570506,2035-2790,756,NA,NA
1177,366,VatC_MLS,VatC,no,no,MLS___VatC,VatC,MLS,AF015628,1307-1945,639,NA,NA
1180,365,VatB_MLS,VatB,no,no,MLS___VatB___U19459___67-705___639,VatB,MLS,U19459,67-705,639,NA,NA
1181,362,VatE_MLS,VatE,no,no,MLS___VatE___AF139725___63-707___645,VatE,MLS,AF139725,63-707,645,NA,NA
1203,60,MefB_MLS,MefB,no,no,MLS___MefB___FJ196385___11084-12313___1230,MefB,MLS,FJ196385,11084-12313,1230,NA,NA
1210,64,MefA_MLS,MefA,no,no,MLS___MefA___U70055___314-1531___1218,MefA,MLS,U70055,314-1531,1218,NA,NA
1241,168,VgbA_MLS,VgbA,no,no,MLS___VgbA___AF117258___2869-3768___900,VgbA,MLS,AF117258,2869-3768,900,NA,NA
1443,166,ErmH_MLS,ErmH,no,no,MLS___ErmH___M16503___244-1143___900,ErmH,MLS,M16503,244-1143,900,NA,NA
1444,167,MphC_MLS,MphC,no,no,MLS___MphC___AF167161___5665-6564___900,MphC,MLS,AF167161,5665-6564,900,NA,NA
1471,351,VatA_MLS,VatA,no,no,MLS___VatA___L07778___258-917___660,VatA,MLS,L07778,258-917,660,NA,NA
1477,217,Erm34_MLS,Erm34,no,no,MLS___Erm34___AY234334___355-1200___846,Erm34,MLS,AY234334,355-1200,846,NA,NA
1481,213,ErmZ_MLS,ErmZ,no,no,MLS___ErmZ___AM709783___2817-3665___849,ErmZ,MLS,AM709783,2817-3665,849,NA,NA
1482,210,ErmX_MLS,ErmX,no,no,MLS___ErmX___M36726___296-1150___855,ErmX,MLS,M36726,296-1150,855,NA,NA
1486,218,Erm36_MLS,Erm36,no,no,MLS___Erm36___AF462611___186-1031___846,Erm36,MLS,AF462611,186-1031,846,NA,NA
1508,267,LnuB_MLS,LnuB,no,no,MLS___LnuB___AJ238249___127-930___804,LnuB,MLS,AJ238249,127-930,804,NA,NA
1539,54,EreB_MLS,EreB,no,no,MLS___EreB___X03988___383-1642___1260,EreB,MLS,X03988,383-1642,1260,NA,NA
1548,114,CfrA_MLS,CfrA,yes,no,MLS___CfrA___AM408573___10028-11077___1050,CfrA,MLS,AM408573,10028-11077,1050,NA,NA
1572,420,LnuD_MLS,LnuD,no,no,MLS___LnuD___EF452177___19-513___495,LnuD,MLS,EF452177,19-513,495,NA,NA
1573,423,LnuA_MLS,LnuA,no,no,MLS___LnuA___M14039___413-898___486,LnuA,MLS,M14039,413-898,486,NA,NA
1613,228,MphD_MLS,MphD,no,no,MLS___MphD___NC_017312___2291580-2292413___834,MphD,MLS,NC_017312,2291580-2292413,834,NA,NA
1617,224,LmrB_MLS,LmrB,yes,no,MLS___LmrB___X79146___27840-28679___840,LmrB,MLS,X79146,27840-28679,840,NA,NA
1618,224,LmrB_MLS,LmrB,yes,no,MLS___LmrB___X62867___361-1197___837,LmrB,MLS,X62867,361-1197,837,NA,NA
1622,221,Erm32_MLS,Erm32,no,no,MLS___Erm32___AJ009971___1790-2632___843,Erm32,MLS,AJ009971,1790-2632,843,NA,NA
1639,154,MphB_MLS,MphB,no,no,MLS___MphB___D85892___1159-2067___909,MphB,MLS,D85892,1159-2067,909,NA,NA
1640,157,Erm42_MLS,Erm42,no,no,MLS___Erm42___FR734406___1-906___906,Erm42,MLS,FR734406,1-906,906,NA,NA
1663,158,MphA_MLS,MphA,no,no,MLS___MphA___DQ445270___1626-2531___1230,MphA,MLS,DQ445270,1626-2531,1230,NA,NA
1685,40,LmrA_MLS,LmrA,no,no,MLS___LmrA___X59926___318-1763___1446,LmrA,MLS,X59926,318-1763,1446,NA,NA
58,343,CatA10_Phe,Cat,yes,no,Phe___Cat___AY238971___1055-1741___687,Cat,Phe,AY238971,1055-1741,687,NA,NA
59,343,CatA10_Phe,CatA10,yes,no,Phe___CatA10___AY238971___1055-1741___687,CatA10,Phe,AY238971,1055-1741,687,NA,NA
60,348,Cat-86_Phe,Cat-86,no,yes,Phe___Cat-86___K00544___145-807___663,Cat-86,Phe,K00544,145-807,663,NA,NA
596,379,CatB6_Phe,CatB6,no,no,Phe___CatB6___AJ223604___3727-4341___615,CatB6,Phe,AJ223604,3727-4341,615,NA,NA
601,371,CatBx_Phe,CatB3,yes,no,Phe___CatB3___AJ009818___883-1515___633,CatB3,Phe,AJ009818,883-1515,633,NA,NA
602,371,CatBx_Phe,CatB4,yes,no,Phe___CatB4___EU935739___59054-59602___549,CatB4,Phe,EU935739,59054-59602,549,NA,NA
603,371,CatBx_Phe,CatB8,yes,no,Phe___CatB8___AF227506___253-885___633,CatB8,Phe,AF227506,253-885,633,NA,NA
604,370,CatB2_Phe,CatB2,no,no,Phe___CatB2___AF047479___5957-6589___534,CatB2,Phe,AF047479,5957-6589,534,NA,NA
606,372,CatB10_Phe,CatB10,no,no,Phe___CatB10___AJ878850___1197-1829___633,CatB10,Phe,AJ878850,1197-1829,633,NA,NA
607,375,CatB1_Phe,CatB1,no,no,Phe___CatB1___M58472___148-777___630,CatB1,Phe,M58472,148-777,630,NA,NA
610,376,CatB5_Phe,CatB5,yes,no,Phe___CatB5___AAWG01000020___33604-34233___630,CatB5,Phe,AAWG01000020,33604-34233,630,NA,NA
611,376,CatB5_Phe,CatB9,yes,no,Phe___CatB9___AF462019___27-656___630,CatB9,Phe,AF462019,27-656,630,NA,NA
1045,76,Cml_Phe,Cml,no,no,Phe___Cml___X59968___508-1686___1179,Cml,Phe,X59968,508-1686,1179,NA,NA
1050,71,Dha1_Phe,Dha1,no,no,Phe___Dha1___BA000018___2517801-2518988___1188,Dha1,Phe,BA000018,2517801-2518988,1188,NA,NA
1052,79,Cmr_Phe,Cmr,no,no,Phe___Cmr___U85507___3518-4693___1172,Cmr,Phe,U85507,3518-4693,1172,NA,NA
1053,78,CmrA_Phe,CmrA,no,no,Phe___CmrA___Z12001___993-2168___1176,CmrA,Phe,Z12001,993-2168,1176,NA,NA
1173,368,Cat_Phe,CatD,yes,no,Phe___CatD___X15100___91-729___639,CatD,Phe,X15100,91-729,639,NA,NA
1174,368,Cat_Phe,CatP,yes,no,Phe___CatP___U15027___2953-3576___624,CatP,Phe,U15027,2953-3576,624,NA,NA
1175,368,Cat_Phe,CatS,yes,no,Phe___CatS___X74948___1-492___492,CatS,Phe,X74948,1-492,492,NA,NA
1178,367,CatB7_Phe,CatB7,no,no,Phe___CatB7___AF036933___177-815___639,CatB7,Phe,AF036933,177-815,639,NA,NA
1179,364,CatA3_Phe,CatA3,no,no,Phe___CatA3___X07848___272-913___642,CatA3,Phe,X07848,272-913,642,NA,NA
1182,363,CatA2_Phe,CatA2,no,no,Phe___CatA2___X53796___187-903___648,CatA2,Phe,X53796,187-903,648,NA,NA
1183,360,CatA_Phe,Cat-pC221,yes,yes,Phe___Cat-pC221___X02529___2267-2914___648,Cat-pC221,Phe,X02529,2267-2914,648,NA,NA
1184,360,CatA_Phe,Cat-pC223,yes,yes,Phe___Cat-pC223___AY355285___1000-1647___648,Cat-pC223,Phe,AY355285,1000-1647,648,NA,NA
1185,360,CatA_Phe,CatA7,yes,no,Phe___CatA7___M64281___208-855___648,CatA7,Phe,M64281,208-855,648,NA,NA
1186,360,CatA_Phe,CatA8,yes,no,Phe___CatA8___NC_009751___21916-22563___648,CatA8,Phe,NC_009751,21916-22563,648,NA,NA
1212,66,FloR_Phe,FloR,no,no,Phe___FloR___AKLJ01000508___383-1597___1215,FloR,Phe,AKLJ01000508,383-1597,1215,NA,NA
1468,354,CatQ_Phe,CatQ,no,no,Phe___CatQ___M55620459-1118___660,CatQ,Phe,M55620,459-1118,660,NA,NA
1469,353,CatB_Phe,CatB,no,no,Phe___CatB___M93113___145-804___630,CatB,Phe,M93113,145-804,630,NA,NA
1470,352,CatA1_Phe,CatA1,no,no,Phe___CatA1___V00622___244-903___660,CatA1,Phe,V00622,244-903,660,NA,NA
1474,358,CatA9_Phe,Cat-pC194,yes,yes,Phe___Cat-pC194___NC_002013___1260-1910___651,Cat-pC194,Phe,NC_002013,1260-1910,651,NA,NA
1475,358,CatA9_Phe,CatA9,yes,no,Phe___CatA9___K01998___288-938___651,CatA9,Phe,K01998,288-938,651,NA,NA
1536,58,PexA_Phe,PexA,no,no,Phe___PexA___HM537013___24055-25302___1248,PexA,Phe,HM537013,24055-25302,1248,NA,NA
